id,title,artists,releasename,releaseyear,releaseurl,cd,track,volume,spotify_id
4639,Cheyenne,Jason Derulo,Bravo Hits 91,2015,https://api.discogs.com/releases/21198112,1,22,91,4iUV9iW2Zbu0nU2SzOn48z
4640,Marvin Gaye,"Charlie Puth,Meghan Trainor",Bravo Hits 91,2015,https://api.discogs.com/releases/21198112,1,23,91,7tqhbajSfrz2F7E1Z75ASX
4641,Ich Will Nur Dass Du Weisst (Radio Edit),"SDP,Adel Tawil",Bravo Hits 91,2015,https://api.discogs.com/releases/21198112,1,24,91,68sYTa2JmnLzhczIxbd6u6
4642,Bauch Und Kopf (Radio Edit),Mark Forster,Bravo Hits 91,2015,https://api.discogs.com/releases/21198112,1,25,91,2Myx0x1ytseEm5PprxNPiM
4643,Unsere Lieder,Adel Tawil,Bravo Hits 91,2015,https://api.discogs.com/releases/21198112,1,26,91,1o8CrnU6D4wEPNmOerwQMq
4644,We Were Here,BOY (16),Bravo Hits 91,2015,https://api.discogs.com/releases/21198112,1,27,91,41LPuPvXqyzCDF5ySN3O7H
4645,"Run, Run, Run",Frida Gold,Bravo Hits 91,2015,https://api.discogs.com/releases/21198112,1,28,91,17wJbkfSi42AQP6h0zId0I
4646,Power Games,"Stanfour,Natasha Bedingfield",Bravo Hits 91,2015,https://api.discogs.com/releases/21198112,1,29,91,4drB4mEtLmsit8drV7f04G
4647,She's Kinda Hot,5 Seconds Of Summer,Bravo Hits 91,2015,https://api.discogs.com/releases/21198112,1,30,91,5fsQSDifYpjfbCqvZKPVBj
4648,Armour,Rea Garvey,Bravo Hits 91,2015,https://api.discogs.com/releases/21198112,1,31,91,1VnH9pZfEauQx7DG1mJ1nK
4649,Powerful,"Major Lazer,Ellie Goulding,Tarrus Riley",Bravo Hits 91,2015,https://api.discogs.com/releases/21198112,1,32,91,3eUhfanL9kEmpIPeGBl1yW
4650,Dessert,Dawin,Bravo Hits 91,2015,https://api.discogs.com/releases/21198112,1,33,91,0mxoXsr14ILAYcXZBMJcOs
4651,Body On Me,"Rita Ora,Chris Brown",Bravo Hits 91,2015,https://api.discogs.com/releases/21198112,1,34,91,2IyL2CyHoenwQLds5jSuqK
4652,Freedom,Pharrell Williams,Bravo Hits 91,2015,https://api.discogs.com/releases/21198112,1,35,91,3J5jotqUAjU479WhAiNkpU
4653,Run Away With Me,Carly Rae Jepsen,Bravo Hits 91,2015,https://api.discogs.com/releases/21198112,1,36,91,0FS7B5o3QyvOD8eWjnbLoO
4654,High By The Beach,Lana Del Rey,Bravo Hits 91,2015,https://api.discogs.com/releases/21198112,1,37,91,7g3htkaLz4ETFn0cifwM3y
4655,Glitterball,"Sigma,Ella Henderson",Bravo Hits 91,2015,https://api.discogs.com/releases/21198112,1,38,91,3XQ7KQwUQfiaTU44mCYALZ
4656,My Own,Kwabs,Bravo Hits 91,2015,https://api.discogs.com/releases/21198112,1,39,91,1158ckiB5S4cpsdYHDB9IF
4657,Fire Under My Feet,Leona Lewis,Bravo Hits 91,2015,https://api.discogs.com/releases/21198112,1,40,91,274semSwK0RaOtWns2PLXx
4658,Cool For The Summer,Demi Lovato,Bravo Hits 91,2015,https://api.discogs.com/releases/21198112,1,41,91,3uwnnTQcHM1rDqSfA4gQNz
4659,Omen,"Disclosure,Sam Smith (12)",Bravo Hits 91,2015,https://api.discogs.com/releases/21198112,1,42,91,4kuPeLqTPXDkPB2injreCw
4660,Sonne (Radio Edit),Nachtmensch,Bravo Hits 91,2015,https://api.discogs.com/releases/21198112,1,43,91,16yRzBvIQaqriOHw5Gf88w
4661,Book Of Love,"Felix Jaehn,Polina",Bravo Hits 91,2015,https://api.discogs.com/releases/21198112,1,44,91,1N131UBLlYAUJNVpHOfEc1
4662,Stitches,Shawn Mendes,Bravo Hits 92,2016,https://api.discogs.com/releases/21186142,1,1,92,5jsw9uXEGuKyJzs0boZ1bT
4663,Be The One,Dua Lipa,Bravo Hits 92,2016,https://api.discogs.com/releases/21186142,1,2,92,0E0IANOq0012raNhTe0aKo
4664,Renegades,X Ambassadors,Bravo Hits 92,2016,https://api.discogs.com/releases/21186142,1,3,92,0fYVliAYKHuPmECRs1pbRf
4665,"Me, Myself & I (Explicit)","G-Eazy,Bebe Rexha",Bravo Hits 92,2016,https://api.discogs.com/releases/21186142,1,4,92,40YcuQysJ0KlGQTeGUosTC
4666,Hey Everybody!,5 Seconds Of Summer,Bravo Hits 92,2016,https://api.discogs.com/releases/21186142,1,5,92,3ylFvJfARlPKxGWAJv6Bvf
4667,Ex's & Oh's,Elle King,Bravo Hits 92,2016,https://api.discogs.com/releases/21186142,1,6,92,70eDxAyAraNTiD6lx2ZEnH
4668,Runnin' (Lose It All),"Naughty Boy,Beyoncé,Arrow Benjamin",Bravo Hits 92,2016,https://api.discogs.com/releases/21186142,1,7,92,5yZvaUVyuXfSVUaMumFi6l
4669,7 Years,Lukas Graham,Bravo Hits 92,2016,https://api.discogs.com/releases/21186142,1,8,92,5kqIPrATaCc2LqxVWzQGbk
4670,Adventure Of A Lifetime,Coldplay,Bravo Hits 92,2016,https://api.discogs.com/releases/21186142,1,9,92,3mkIPYE94JY4JEC69S9HpZ
4671,Jolene,"The BossHoss,The Common Linnets",Bravo Hits 92,2016,https://api.discogs.com/releases/21186142,1,10,92,2SpEHTbUuebeLkgs9QB7Ue
4672,Here,Alessia Cara,Bravo Hits 92,2016,https://api.discogs.com/releases/21186142,1,11,92,78Sw5GDo6AlGwTwanjXbGh
4673,Perfect,One Direction,Bravo Hits 92,2016,https://api.discogs.com/releases/21186142,1,12,92,0tgVpDi06FyKpA1z0VMD4v
4674,Dad (#heimkommen),Neele Ternes,Bravo Hits 92,2016,https://api.discogs.com/releases/21186142,1,13,92,3Htz83JjUVxDnhQ8MPknnt
4675,Ghost (From The Voice Of Germany),Jamie-Lee Kriewitz,Bravo Hits 92,2016,https://api.discogs.com/releases/21186142,1,14,92,1Sao6YuJ4c133gemipn2lg
4676,Ich Bleibe,Adesse,Bravo Hits 92,2016,https://api.discogs.com/releases/21186142,1,15,92,7zdMUK9i4btz7q7wkAoEvI
4677,Das Ist Dein Leben,Philipp Dittberner,Bravo Hits 92,2016,https://api.discogs.com/releases/21186142,1,16,92,51ESNTOtqxmWAANOveyCBM
4678,Zuhause Ist Die Welt Noch In Ordnung,"Sido,Adel Tawil",Bravo Hits 92,2016,https://api.discogs.com/releases/21186142,1,17,92,4VJoEfxYoHnxtIXkwM1l3N
4679,Kompliziert (Single Edit),Namika,Bravo Hits 92,2016,https://api.discogs.com/releases/21186142,1,18,92,6Up0R9lvAIL4Krh06XlIFn
4680,Hey,Andreas Bourani,Bravo Hits 92,2016,https://api.discogs.com/releases/21186142,1,19,92,3RKjTYlQrtLXCq5ncswBPp
4681,Leichtes Gepäck,Silbermond,Bravo Hits 92,2016,https://api.discogs.com/releases/21186142,1,20,92,2kUUMGxMFcKItXfy36x7Th
4682,Hulapalu,Andreas Gabalier,Bravo Hits 92,2016,https://api.discogs.com/releases/21186142,1,21,92,627QU4vNG3alCWCK1FMeLK
4683,Geboren Um Dich Zu Lieben,"DJ Ötzi,Nik P.",Bravo Hits 92,2016,https://api.discogs.com/releases/21186142,1,22,92,1WJVj7GI4Jv8lyIHHOXHfc
4684,Stimme,Eff,Bravo Hits 92,2016,https://api.discogs.com/releases/21186142,1,23,92,1QHhKgYq0kPuRssFXxBdcy
4685,Light It Up (Remix),"Major Lazer,Nyla,Fuse ODG",Bravo Hits 92,2016,https://api.discogs.com/releases/21186142,1,24,92,500mvzh7TRZ0YdnVeHhj8b
4686,Catch & Release (Deepend Remix),Matt Simons,Bravo Hits 92,2016,https://api.discogs.com/releases/21186142,1,25,92,11BAVEGi1ivJ6JWLqKUNrZ
4687,Sorry,Justin Bieber,Bravo Hits 92,2016,https://api.discogs.com/releases/21186142,1,26,92,09CtPGIpYB4BrO8qb1RGsF
4688,Fast Car (Radio Edit),"Jonas Blue,Dakota (19)",Bravo Hits 92,2016,https://api.discogs.com/releases/21186142,1,27,92,4ajV4G7bfG5Ge8cQLH1ggp
4689,Sweet Lovin',"Sigala,Bryn Christopher",Bravo Hits 92,2016,https://api.discogs.com/releases/21186142,1,28,92,1qp0ptMXNg9hqLH8sk7cc2
4690,Something In The Way You Move,Ellie Goulding,Bravo Hits 92,2016,https://api.discogs.com/releases/21186142,1,29,92,6Wytqpe4mfmyeT8s1xbczG
4691,Show Me Love,"Robin Schulz,J.U.D.G.E.",Bravo Hits 92,2016,https://api.discogs.com/releases/21186142,1,30,92,0FuyAUDbrBrlCOQtrCMTve
4692,Faded,Alan Walker,Bravo Hits 92,2016,https://api.discogs.com/releases/21186142,1,31,92,698ItKASDavgwZ3WjaWjtz
4693,Lay It All On Me,"Rudimental,Ed Sheeran",Bravo Hits 92,2016,https://api.discogs.com/releases/21186142,1,32,92,38ismoqQYn75ruDSQ2Jtx8
4694,Middle,"DJ Snake,Bipolar Sunshine",Bravo Hits 92,2016,https://api.discogs.com/releases/21186142,1,33,92,2JvzF1RMd7lE3KmFlsyZD8
4695,Never Forget You,"Zara Larsson,MNEK",Bravo Hits 92,2016,https://api.discogs.com/releases/21186142,1,34,92,6hmhG1b4LEyNuashVvuIAo
4696,Hula Hoop,Omi (13),Bravo Hits 92,2016,https://api.discogs.com/releases/21186142,1,35,92,2YVzshKzFglQLBXPYNpGI8
4697,Hundred Miles,"Yall,Gabriela Richardson",Bravo Hits 92,2016,https://api.discogs.com/releases/21186142,1,36,92,38muRUB5vaK3pW0Iu4A0iZ
4698,The Girl Is Mine,"99 Souls,Destiny's Child,Brandy",Bravo Hits 92,2016,https://api.discogs.com/releases/21186142,1,37,92,4IT6vDuKprKl6jyVndlY8V
4699,Stay,"Kygo,Maty Noyes",Bravo Hits 92,2016,https://api.discogs.com/releases/21186142,1,38,92,789CxjEOtO76BVD1A9yJQH
4700,Home (Radio Edit),"Topic,Nico Santos",Bravo Hits 92,2016,https://api.discogs.com/releases/21186142,1,39,92,3K2H8aAVt3pddkf2K5bPAt
4701,Es Rappelt Im Karton,Pixie Paris,Bravo Hits 92,2016,https://api.discogs.com/releases/21186142,1,40,92,4UwNCBXTMnv5LMl3ZKLzyK
4702,Die Immer Lacht (Radio 2016 Mix),"Stereoact,Kerstin Ott",Bravo Hits 92,2016,https://api.discogs.com/releases/21186142,1,41,92,0lKyMPBRuIDCX56NORu5NZ
4703,Ich & Du,"Gestört aber GeiL,Sebastian Hämer",Bravo Hits 92,2016,https://api.discogs.com/releases/21186142,1,42,92,2IF0Bq1TxJSCmMSVoaLJNw
4704,Stand By Me (Radio Mix),Geeno Smith,Bravo Hits 92,2016,https://api.discogs.com/releases/21186142,1,43,92,6VnvuEW0XEsMl2eqyxZXO4
4705,Sax,Fleur East,Bravo Hits 92,2016,https://api.discogs.com/releases/21186142,1,44,92,20dJUFrfY0TBZ7HHhJgjsg
4706,No,Meghan Trainor,Bravo Hits 93,2016,https://api.discogs.com/releases/21181510,1,1,93,68Dni7IE4VyPkTOH9mRWHr
4707,Bonbon,Era Istrefi,Bravo Hits 93,2016,https://api.discogs.com/releases/21181510,1,2,93,4VUnn31OIFkcEmaL8yeXgK
4708,Cheap Thrills,Sia,Bravo Hits 93,2016,https://api.discogs.com/releases/21181510,1,3,93,3S4px9f4lceWdKf0gWciFu
4709,Work From Home,Fifth Harmony,Bravo Hits 93,2016,https://api.discogs.com/releases/21181510,1,4,93,4tCtwWceOPWzenK2HAIJSb
4710,I Took A Pill In Ibiza (Seeb Remix) [Explicit],Mike Posner,Bravo Hits 93,2016,https://api.discogs.com/releases/21181510,1,5,93,1MtUq6Wp1eQ8PC6BbPCj8P
4711,Wild Things,Alessia Cara,Bravo Hits 93,2016,https://api.discogs.com/releases/21181510,1,6,93,0bmm9xZUJQDR1tBhWtIXVM
4712,Colors,Halsey,Bravo Hits 93,2016,https://api.discogs.com/releases/21181510,1,7,93,0UPeymEmoWfsBwPOEcT84z
4713,Miracle,Julian Perretta,Bravo Hits 93,2016,https://api.discogs.com/releases/21181510,1,8,93,2ah5gOCogw00A62XBoepmc
4714,Cake By The Ocean [Explicit],DNCE,Bravo Hits 93,2016,https://api.discogs.com/releases/21181510,1,9,93,76hfruVvmfQbw0eYn1nmeC
4715,Never Know (Shaun Bate & MD Electro Remix Edit),Martin Van Lectro,Bravo Hits 93,2016,https://api.discogs.com/releases/21181510,1,10,93,7lPWTPhRbAQV2gp1BO0YFj
4716,Raging,Kygo,Bravo Hits 93,2016,https://api.discogs.com/releases/21181510,1,11,93,369EsdhrnTtKBn9LQYGZvo
4717,Say You Do (Radio Edit),Sigala,Bravo Hits 93,2016,https://api.discogs.com/releases/21181510,1,12,93,0a0yc7JSTEDypcRCSuIfCh
4718,Never Be Like You,Flume,Bravo Hits 93,2016,https://api.discogs.com/releases/21181510,1,13,93,5WI2ltQIdwgzf1SNE76JyR
4719,Sex [Explicit],"Cheat Codes,Kris Kross Amsterdam",Bravo Hits 93,2016,https://api.discogs.com/releases/21181510,1,14,93,5MYFw4T2gy52pOGBN4EYHS
4720,Don't Let Me Down,The Chainsmokers,Bravo Hits 93,2016,https://api.discogs.com/releases/21181510,1,15,93,1i1fxkWeaMmKEB4T7zqbzK
4721,Hide Away,Daya,Bravo Hits 93,2016,https://api.discogs.com/releases/21181510,1,16,93,7fPyCCiXVwbzPQ1MtoUChl
4722,Last Dance,Dua Lipa,Bravo Hits 93,2016,https://api.discogs.com/releases/21181510,1,17,93,0Ln8MORtmCfuuAVM92JrUp
4723,Sally [Explicit],Bibi Bourelly,Bravo Hits 93,2016,https://api.discogs.com/releases/21181510,1,18,93,4PKJ1ZfkvYGQ6zbsEFktRI
4724,In The Night [Explicit],The Weeknd,Bravo Hits 93,2016,https://api.discogs.com/releases/21181510,1,19,93,1B1dLq9IGGvj2ajvdz8LY7
4725,Make My Love Go,Jay Sean,Bravo Hits 93,2016,https://api.discogs.com/releases/21181510,1,20,93,2di4loru09xsyMBDG9ainC
4726,This Girl,"Cookin' On 3 Burners,Kungs",Bravo Hits 93,2016,https://api.discogs.com/releases/21181510,1,21,93,1A8j067qyiNwQnZT0bzUpZ
4727,Ain't Too Cool,Lunchmoney Lewis,Bravo Hits 93,2016,https://api.discogs.com/releases/21181510,1,22,93,1LCgs7f9v2wYf4rINtTty5
4728,Taste The Feeling,"Avicii,Conrad Sewell",Bravo Hits 93,2016,https://api.discogs.com/releases/21181510,1,23,93,70mHIUa4beJjFpBNyHYwT2
4729,Speeding Cars,Walking On Cars,Bravo Hits 93,2016,https://api.discogs.com/releases/21181510,1,24,93,5qeh0TEQCFdmUVnSRKG9md
4730,Golden,Brandon Beal,Bravo Hits 93,2016,https://api.discogs.com/releases/21181510,1,25,93,5odlY52u43F5BjByhxg7wg
4731,Seite An Seite,Christina Stürmer,Bravo Hits 93,2016,https://api.discogs.com/releases/21181510,1,26,93,41uJkQB2uGq28Htg3T2b2u
4732,Wir Sind Groß,Mark Forster,Bravo Hits 93,2016,https://api.discogs.com/releases/21181510,1,27,93,7AraSdlKIOoPCLRKkI3WjP
4733,Love Yourself,Justin Bieber,Bravo Hits 93,2016,https://api.discogs.com/releases/21181510,1,28,93,50kpGaPAhYJ3sGmk6vplg0
4734,Hands To Myself,Selena Gomez,Bravo Hits 93,2016,https://api.discogs.com/releases/21181510,1,29,93,57AsLkCgdNcdXakzmEYIwr
4735,Pillowtalk [Explicit],ZAYN,Bravo Hits 93,2016,https://api.discogs.com/releases/21181510,1,30,93,1YFuASd2uUTpChL8ljqJZp
4736,Dangerous Woman,Ariana Grande,Bravo Hits 93,2016,https://api.discogs.com/releases/21181510,1,31,93,6RUhbFEhrvGISaQ8u2j2JN
4737,Est-ce Que Tu M'aimes? (Pilule Bleue),Maitre Gims,Bravo Hits 93,2016,https://api.discogs.com/releases/21181510,1,32,93,3a9TMd2Yrza6HXqqlfMtfy
4738,Team [Explicit],Iggy Azalea,Bravo Hits 93,2016,https://api.discogs.com/releases/21181510,1,33,93,6UfJIFiEhxtJajKzqNgRpl
4739,Lass Sie Tanzen (Square Dance),Ali A$,Bravo Hits 93,2016,https://api.discogs.com/releases/21181510,1,34,93,5GHCPkSfbomW4y9LrPdCBv
4740,Kommst Du Mit Ihr,Sarah Connor,Bravo Hits 93,2016,https://api.discogs.com/releases/21181510,1,35,93,1XiXaIKwQGe4RmO4iJIQIE
4741,80 Millionen,Max Giesinger,Bravo Hits 93,2016,https://api.discogs.com/releases/21181510,1,36,93,4EB11zPPq3jDbhnwWpzFL9
4742,B 96,Silbermond,Bravo Hits 93,2016,https://api.discogs.com/releases/21181510,1,37,93,7rnVWqXzpDKnGWxEejZCWA
4743,Hand In Hand,Julian Le Play,Bravo Hits 93,2016,https://api.discogs.com/releases/21181510,1,38,93,23yqVbpiJoMHTs0RX4aPE7
4744,Running Man (Radio Edit),Ollie Gabriel,Bravo Hits 93,2016,https://api.discogs.com/releases/21181510,1,39,93,5KtV4Ij2qMRobpMJnloaJ0
4745,Spirits,The Strumbellas,Bravo Hits 93,2016,https://api.discogs.com/releases/21181510,1,40,93,1VyiUi0mRnSKgtHa5dBoUd
4746,Ophelia,The Lumineers,Bravo Hits 93,2016,https://api.discogs.com/releases/21181510,1,41,93,3d8y0t70g7hw2FOWl9Z4Fm
4747,Wishes,Rhodes,Bravo Hits 93,2016,https://api.discogs.com/releases/21181510,1,42,93,45mIJspq3Fof8SlW3G1eiS
4748,Howling At The Moon,Milow,Bravo Hits 93,2016,https://api.discogs.com/releases/21181510,1,43,93,4vJ0MTIjJGGa7OoVoGl1m3
4749,Beat To My Melody (Madizin Mix),Lena Meyer-Landrut,Bravo Hits 93,2016,https://api.discogs.com/releases/21181510,1,44,93,7AUUTaWMeRBgHasAsvtwzh
4750,"Can't Stop The Feeling! (Original Song From DreamWorks Animation's ""TROLL'S"")",Justin Timberlake,Bravo Hits 94,2016,https://api.discogs.com/releases/21175549,1,1,94,1WkMMavIMc4JZ8cfMmxHkI
4751,Don't Be So Shy (Filatov & Karas Remix),Imany,Bravo Hits 94,2016,https://api.discogs.com/releases/21175549,1,2,94,5BdyLPUrtE5IweoiQsxScs
4752,This Girl,"Kungs,Cookin' On 3 Burners",Bravo Hits 94,2016,https://api.discogs.com/releases/21175549,1,3,94,1A8j067qyiNwQnZT0bzUpZ
4753,One Dance,"Drake,WizKid,Kyla",Bravo Hits 94,2016,https://api.discogs.com/releases/21175549,1,4,94,1zi7xx7UVEFkmKfv06H8x0
4754,Ain't Your Mama,Jennifer Lopez,Bravo Hits 94,2016,https://api.discogs.com/releases/21175549,1,5,94,2hgzdQdnfWwtdpZbhZlV72
4755,Me Too,Meghan Trainor,Bravo Hits 94,2016,https://api.discogs.com/releases/21175549,1,6,94,3KwwE4sgCzMaKWq6QBebmX
4756,Please Tell Rosie,"Alle Farben,Younotus",Bravo Hits 94,2016,https://api.discogs.com/releases/21175549,1,7,94,5gF9zOYM9TmSzKHukbNjpB
4757,Do It Right,"Martin Solveig,Tkay Maidza",Bravo Hits 94,2016,https://api.discogs.com/releases/21175549,1,8,94,4ZevD501qZiFK7FY8DFn0V
4758,Hotter Than Hell,Dua Lipa,Bravo Hits 94,2016,https://api.discogs.com/releases/21175549,1,9,94,7CMxGxvgDwABDg38QmeAJa
4759,Treat You Better,Shawn Mendes,Bravo Hits 94,2016,https://api.discogs.com/releases/21175549,1,10,94,3QGsuHI8jO1Rx4JWLUh9jd
4760,Sofia,Alvaro Soler,Bravo Hits 94,2016,https://api.discogs.com/releases/21175549,1,11,94,7B3z0ySL9Rr0XvZEAjWZzM
4761,Nos Secrets,Louane,Bravo Hits 94,2016,https://api.discogs.com/releases/21175549,1,12,94,6lRkeMq4X3RDl7uOugylMP
4762,Into You,Ariana Grande,Bravo Hits 94,2016,https://api.discogs.com/releases/21175549,1,13,94,63y6xWR4gXz7bnUGOk8iI6
4763,Breathe,"SeeB,Neev",Bravo Hits 94,2016,https://api.discogs.com/releases/21175549,1,14,94,2ctvdKmETyOzPb2GiJJT53
4764,Once In A While,Timeflies,Bravo Hits 94,2016,https://api.discogs.com/releases/21175549,1,15,94,12SBeS47Z8b1N6FqbfXhL7
4765,If I Were Sorry,Frans,Bravo Hits 94,2016,https://api.discogs.com/releases/21175549,1,16,94,6oDkCmfVcSd9NXAKk1b4Ll
4766,Beautiful Life,"Lost Frequencies,Sandro Cavazza",Bravo Hits 94,2016,https://api.discogs.com/releases/21175549,1,17,94,74jTexO94dFGyXGyeu8krd
4767,Kill Em With Kindness,Selena Gomez,Bravo Hits 94,2016,https://api.discogs.com/releases/21175549,1,18,94,2Hwmh1INQOaTORA6TIBx3M
4768,Company,Justin Bieber,Bravo Hits 94,2016,https://api.discogs.com/releases/21175549,1,19,94,3kUJTpl7sycxHTlirNqwYw
4769,Dancefloor Murda,"DJ Rasimcan,David Jay",Bravo Hits 94,2016,https://api.discogs.com/releases/21175549,1,20,94,00xQ2PU91rAtxz81gYauF2
4770,Panda,Desiigner,Bravo Hits 94,2016,https://api.discogs.com/releases/21175549,1,21,94,275a9yzwGB6ncAW4SxY7q3
4771,Ahnma,"Beginner,Gzuz187,Gentleman",Bravo Hits 94,2016,https://api.discogs.com/releases/21175549,1,22,94,1sr9lbDDGIxmFK7wUdA1Z8
4772,This One's For You (Official Song UEFA EURO 2016),"David Guetta,Zara Larsson",Bravo Hits 94,2016,https://api.discogs.com/releases/21175549,1,23,94,2iwuVfywrt9K29Rc8opPOp
4773,No Money,Galantis,Bravo Hits 94,2016,https://api.discogs.com/releases/21175549,1,24,94,0IArw9YQCMxApTLLHcebXt
4774,Perfect Strangers,"Jonas Blue,JP Cooper",Bravo Hits 94,2016,https://api.discogs.com/releases/21175549,1,25,94,3P3pw6C19j31Rnzgo3JG7o
4775,Sing Me To Sleep,Alan Walker,Bravo Hits 94,2016,https://api.discogs.com/releases/21175549,1,26,94,1tfVpMI8G6EakZU4rEja4w
4776,"I Hate You, I Love You","Gnash,Olivia O'Brien",Bravo Hits 94,2016,https://api.discogs.com/releases/21175549,1,27,94,4Syw16E33XKnkrUgsESDNM
4777,The Ocean,"Mike Perry,Shy Martin",Bravo Hits 94,2016,https://api.discogs.com/releases/21175549,1,28,94,0AqjkVFqa1ujle4Lb1k9wR
4778,Heatwave,"Robin Schulz,Akon",Bravo Hits 94,2016,https://api.discogs.com/releases/21175549,1,29,94,4UwjjWMRFYjUS0o0ybwlSF
4779,Ride,Twenty One Pilots,Bravo Hits 94,2016,https://api.discogs.com/releases/21175549,1,30,94,2Z8WuEywRWYTKe1NybPQEW
4780,Don't Mind,Kent Jones,Bravo Hits 94,2016,https://api.discogs.com/releases/21175549,1,31,94,27PmvZoffODNFW2p7ehZTQ
4781,Up&Up (Radio Edit),Coldplay,Bravo Hits 94,2016,https://api.discogs.com/releases/21175549,1,32,94,7pbg3ABlAZv2NiIdKbBBFm
4782,Wherever I Go,OneRepublic,Bravo Hits 94,2016,https://api.discogs.com/releases/21175549,1,33,94,7kftK4n15rl1wbpfjSq2Tk
4783,"Just Like Fire (From ""Alice Through The Looking Glass"" Soundtrack Version) ",P!NK,Bravo Hits 94,2016,https://api.discogs.com/releases/21175549,1,34,94,7K5dzhGda2vRTaAWYI3hrb
4784,Unsteady (Erich Lee Gravity Remix),X Ambassadors,Bravo Hits 94,2016,https://api.discogs.com/releases/21175549,1,35,94,7AOdyU64RafmvJUL4WMotN
4785,Dein Hurra,Bosse,Bravo Hits 94,2016,https://api.discogs.com/releases/21175549,1,36,94,1ge9r5XwpoZyogDkMOFE5m
4786,Jeder Für Jeden,"Felix Jaehn,Herbert Grönemeyer",Bravo Hits 94,2016,https://api.discogs.com/releases/21175549,1,37,94,2xGWKcRITSEM0hmTfmxFpE
4787,Be As You Are (JordanXL Remix),Mike Posner,Bravo Hits 94,2016,https://api.discogs.com/releases/21175549,1,38,94,4QPDhJZOme7hpreUuOSLWE
4788,Close,"Nicholas Jonas,Tove Lo",Bravo Hits 94,2016,https://api.discogs.com/releases/21175549,1,39,94,7BKLCZ1jbUBVqRi2FVlTVw
4789,Toothbrush,DNCE,Bravo Hits 94,2016,https://api.discogs.com/releases/21175549,1,40,94,7ciLq0Cip0yxiz6KANrOUq
4790,Youth (Gryffin Remix),Troye Sivan,Bravo Hits 94,2016,https://api.discogs.com/releases/21175549,1,41,94,5nGuzcsjDbUD1Hgi0szupA
4791,Summer Nights,"DJ Tiësto,John Legend",Bravo Hits 94,2016,https://api.discogs.com/releases/21175549,1,42,94,6fVCBBlHif6zfqXAEHKJy8
4792,Give Me Your Love,"Sigala,John Newman,Nile Rodgers",Bravo Hits 94,2016,https://api.discogs.com/releases/21175549,1,43,94,1plzDKavZ6EkVk91RPYd1L
4793,Bailar,"Deorro,Elvis Crespo",Bravo Hits 94,2016,https://api.discogs.com/releases/21175549,1,44,94,2GdHCkeAycTJ1RgMlptaRE
4794,Holland,257ers,Bravo Hits 94,2016,https://api.discogs.com/releases/21175549,1,45,94,27Db1BCtkCQ4bFvENFYogm
4795,Ain't My Fault,Zara Larsson,Bravo Hits 95,2016,https://api.discogs.com/releases/9201465,1,1,95,0ADG9OgdVTL7fgREP75BrZ
4796,Closer,"The Chainsmokers,Halsey",Bravo Hits 95,2016,https://api.discogs.com/releases/9201465,1,2,95,7BKLCZ1jbUBVqRi2FVlTVw
4797,Duele El Corazon,"Enrique Iglesias,Wisin",Bravo Hits 95,2016,https://api.discogs.com/releases/9201465,1,3,95,6YZdkObH88npeKrrkb8Ggf
4798,Human,Rag'n'Bone Man,Bravo Hits 95,2016,https://api.discogs.com/releases/9201465,1,4,95,5AihIu9yF3flkw1jFMyfwW
4799,Kids,OneRepublic,Bravo Hits 95,2016,https://api.discogs.com/releases/9201465,1,5,95,1jJci4qxiYcOHhQR247rEU
4800,Still Falling For You (Radio Edit),Ellie Goulding,Bravo Hits 95,2016,https://api.discogs.com/releases/9201465,1,6,95,4VjfddknhHZPYbwxZiCn9m
4801,Es War Einmal...,Beginner,Bravo Hits 95,2016,https://api.discogs.com/releases/9201465,1,7,95,2qMTSI8TPoIRohPPGxEJbb
4802,Keine Maschine,Tim Bendzko,Bravo Hits 95,2016,https://api.discogs.com/releases/9201465,1,8,95,4dCGCvWz2YGBDBor9AKQU7
4803,Musik Sein,Wincent Weiss,Bravo Hits 95,2016,https://api.discogs.com/releases/9201465,1,9,95,0lqDCLnjt6EmjahorzE1IY
4804,Das Leichteste Der Welt,Silbermond,Bravo Hits 95,2016,https://api.discogs.com/releases/9201465,1,10,95,43n7UfSXnMEjatKAfdAYHG
4805,Holz,257ers,Bravo Hits 95,2016,https://api.discogs.com/releases/9201465,1,11,95,2aSC2xhRxOLiiZZVjhbylH
4806,Greenlight,"Pitbull,Flo Rida,LunchMoney Lewis",Bravo Hits 95,2016,https://api.discogs.com/releases/9201465,1,12,95,2q95XoeFGixx8b5LNF6Ey1
4807,Stoff Und Schnaps,"Lil' Kleine,Ronnie Flex",Bravo Hits 95,2016,https://api.discogs.com/releases/9201465,1,13,95,3QP3z0IlnRi7u1fUVr4NpL
4808,Palmen Aus Plastik,"Bonez MC,RAF (21)",Bravo Hits 95,2016,https://api.discogs.com/releases/9201465,1,14,95,1Ue64EtnVyKDKnplvhz3Lg
4809,All In My Head (Flex),Fifth Harmony,Bravo Hits 95,2016,https://api.discogs.com/releases/9201465,1,15,95,7nD9nN3jord9wWcfW3Gkcm
4810,Say You Won't Let Go,James Arthur,Bravo Hits 95,2016,https://api.discogs.com/releases/9201465,1,16,95,5uCax9HTNlzGybIStD3vDh
4811,Catch Me If You Can,Walking On Cars,Bravo Hits 95,2016,https://api.discogs.com/releases/9201465,1,17,95,1NLATwwXcg0ff8PDY7xkYM
