id,title,artists,releasename,releaseyear,releaseurl,cd,track,volume,spotify_id
620,Lauf,Matthias Schweighöfer,Bravo Hits 111,2020,https://api.discogs.com/releases/16019306,1,16,111,6cx5CvFhqN19efStehJqoW
621,For A Second,Michael Schulte,Bravo Hits 111,2020,https://api.discogs.com/releases/16019306,1,17,111,0DuQH9gsi3r1UT3cXIOCEm
622,Chew On My Heart,James Bay,Bravo Hits 111,2020,https://api.discogs.com/releases/16019306,1,18,111,3bB5GzO6YHDdzloJpv7paQ
623,Share That Love,"Lukas Graham,G-Eazy",Bravo Hits 111,2020,https://api.discogs.com/releases/16019306,1,19,111,44l9nnCVvOQBbWG6tDViKl
624,Un Dia (One Day),"J. Balvin,Dua Lipa,Bad Bunny,Tainy",Bravo Hits 111,2020,https://api.discogs.com/releases/16019306,1,20,111,0EhpEsp4L0oRGM0vmeaN5e
625,Mood Swings,"Pop Smoke,Lil TJay",Bravo Hits 111,2020,https://api.discogs.com/releases/16019306,1,21,111,5rZlwNFl01HqLWBQGryKSm
626,2012,"BAUSA,JuJu (33)",Bravo Hits 111,2020,https://api.discogs.com/releases/16019306,1,22,111,3ZdRd53sNTsVY3sLFoTriD
627,Frühstück In Paris,"Capital Bra,Cro",Bravo Hits 111,2020,https://api.discogs.com/releases/16019306,1,23,111,6qAxQhNfM909QrDGLYEocf
628,Take You Dancing,Jason Derulo,Bravo Hits 111,2020,https://api.discogs.com/releases/16019306,2,1,111,59qrUpoplZxbIZxk6X0Bm3
629,What's Love Got To Do With It,"Kygo,Tina Turner",Bravo Hits 111,2020,https://api.discogs.com/releases/16019306,2,2,111,4kOfxxnW1ukZdsNbCKY9br
630,Head Shoulders Knees & Toes,"Ofenbach,Quarterhead,Norma Jean Martine",Bravo Hits 111,2020,https://api.discogs.com/releases/16019306,2,3,111,5fdUlOSCgp4KfimGGwBTKv
631,In Your Eyes,The Weeknd,Bravo Hits 111,2020,https://api.discogs.com/releases/16019306,2,4,111,3wFhHPEUP9K0Jp8DoHG0AL
632,Hallucinate,Dua Lipa,Bravo Hits 111,2020,https://api.discogs.com/releases/16019306,2,5,111,1nYeVF5vIBxMxfPoL0SIWg
633,Bist Du Okay,"Mark Forster,Vize",Bravo Hits 111,2020,https://api.discogs.com/releases/16019306,2,6,111,2HNT4YuhBfR4bf4kM0udZx
634,No Therapy,"Felix Jaehn,Nea,Bryn Christopher",Bravo Hits 111,2020,https://api.discogs.com/releases/16019306,2,7,111,7tUTCcqkMCnC9qLqbQeI0T
635,Tick Tock,"Clean Bandit,Mabel,24kGoldn",Bravo Hits 111,2020,https://api.discogs.com/releases/16019306,2,8,111,5E7p95xh9Ul4vZp4LEoJwi
636,Why Do You Like To Me,"Topic,A7S,Lil Baby",Bravo Hits 111,2020,https://api.discogs.com/releases/16019306,2,9,111,5ul8Kg0XslEmThXdbBMq5D
637,Bleeding Love,"Danny Avila,Ekko City",Bravo Hits 111,2020,https://api.discogs.com/releases/16019306,2,10,111,7wZUrN8oemZfsEd1CGkbXE
638,Papa,"Younotus,Amber Van Day",Bravo Hits 111,2020,https://api.discogs.com/releases/16019306,2,11,111,7Hqig8kp32q2Ire3ECQvWM
639,Lasting Lover,"Sigala,James Arthur",Bravo Hits 111,2020,https://api.discogs.com/releases/16019306,2,12,111,0DmAvNCAK08oCi7miSZUIY
640,Paradise,"Vize,Joker Bra,Leony",Bravo Hits 111,2020,https://api.discogs.com/releases/16019306,2,13,111,6nek1Nin9q48AVZcWs9e9D
641,Dancing In The Dirt,"Glockenbach,Mougleta",Bravo Hits 111,2020,https://api.discogs.com/releases/16019306,2,14,111,66JSZooKIkpXzhaTzisssL
642,Hey Baby,"Imanbek,Afrojack,Gia Koka",Bravo Hits 111,2020,https://api.discogs.com/releases/16019306,2,15,111,3rfhI32Il2hVRKDkuGeeen
643,Better Tomorrow,Matt Simons,Bravo Hits 111,2020,https://api.discogs.com/releases/16019306,2,16,111,1hCVZTG44qDXaIgBSgyvpQ
644,Bachata,"Kay One,Cristobal Galvez Moreno",Bravo Hits 111,2020,https://api.discogs.com/releases/16019306,2,17,111,6IfMD01z39P15HKezjdaMP
645,Cinderella,Pietro Lombardi,Bravo Hits 111,2020,https://api.discogs.com/releases/16019306,2,18,111,0P2Vfyb7v74beVoL3pEraO
646,Sun Is Shining,"Bob Marley,Robin Schulz",Bravo Hits 111,2020,https://api.discogs.com/releases/16019306,2,19,111,2pZJhvpin385eqAFRp3ASJ
647,Zu Besuch,Céline (28),Bravo Hits 111,2020,https://api.discogs.com/releases/16019306,2,20,111,4wUFU9NkOKYeuU3Q2AY4iT
648,Unterwegs,"Kitschkrieg,Jamule",Bravo Hits 111,2020,https://api.discogs.com/releases/16019306,2,21,111,5L7CKOiQa97UvDAshib8ND
649,Jerusalema,"Master KG,Nomcebo Zikode",Bravo Hits 111,2020,https://api.discogs.com/releases/16019306,2,22,111,2MlOUXmcofMackX3bxfSwi
650,Afterglow,Ed Sheeran,Bravo Hits 112,2021,https://api.discogs.com/releases/17652403,1,1,112,0oKaWkcRvnP7wvM9vokWcj
651,Drivers License,Olivia Rodrigo,Bravo Hits 112,2021,https://api.discogs.com/releases/17652403,1,2,112,5wANPM4fQCJwkGd4rN57mH
652,Love Not War (The Tampa Beat),"Jason Derulo,Nuka",Bravo Hits 112,2021,https://api.discogs.com/releases/17652403,1,3,112,4Lt6GXGzYsa1tgkv3nGSTm
653,Without You,The Kid Laroi,Bravo Hits 112,2021,https://api.discogs.com/releases/17652403,1,4,112,1KMkcUvF7m3SDChDOa7i5L
654,Prisoner,"Miley Cyrus,Dua Lipa",Bravo Hits 112,2021,https://api.discogs.com/releases/17652403,1,5,112,2Oycxb8QbPkpHTo8ZrmG0B
655,Save Your Tears,The Weeknd,Bravo Hits 112,2021,https://api.discogs.com/releases/17652403,1,6,112,5h5iOc24n7Lp87gTRoMTxv
656,All You Ever Wanted,Rag'n'Bone Man,Bravo Hits 112,2021,https://api.discogs.com/releases/17652403,1,7,112,7nX1m12HTyIyiATwrcHCUh
657,Willkommen Goodbye,Joris (15),Bravo Hits 112,2021,https://api.discogs.com/releases/17652403,1,8,112,2qYECJDqGBwwF4HoNeuCXH
658,The One,"Rea Garvey,Vize",Bravo Hits 112,2021,https://api.discogs.com/releases/17652403,1,9,112,6hkOqJ5mE093AQf2lbZnsG
659,Wer Wenn Nicht Wir,Wincent Weiss,Bravo Hits 112,2021,https://api.discogs.com/releases/17652403,1,10,112,5KZkNs0g80DzxLon7KdlDT
660,Goodbye,"Imanbek,Goodboys",Bravo Hits 112,2021,https://api.discogs.com/releases/17652403,1,11,112,0t3ZvGKlmYmVsDzBJAXK8C
661,Monster,"Shawn Mendes,Justin Bieber",Bravo Hits 112,2021,https://api.discogs.com/releases/17652403,1,12,112,2UREu1Y8CO4jXkbvqAtP7g
662,Habibi,"Ricky Rich,Aram Mafia",Bravo Hits 112,2021,https://api.discogs.com/releases/17652403,1,13,112,2sHYMLUd4nVLxHPKY05Ein
663,Lonely,"Justin Bieber,Benny Blanco",Bravo Hits 112,2021,https://api.discogs.com/releases/17652403,1,14,112,1VNWaY3uNfoeWqb5U8x2QX
664,Tut Mir Nicht Leid,Mathea,Bravo Hits 112,2021,https://api.discogs.com/releases/17652403,1,15,112,6WTBsBrDUSPt7RbmWu8FRJ
665,Verlierer,Luna (123),Bravo Hits 112,2021,https://api.discogs.com/releases/17652403,1,16,112,1VXvhjDAjXU5siqNuGb0W6
666,Bye Bye,Sarah Connor,Bravo Hits 112,2021,https://api.discogs.com/releases/17652403,1,17,112,6XO8RlYuJCiI0v3IA48FeJ
667,Need You To Hate Me,JC Stewart,Bravo Hits 112,2021,https://api.discogs.com/releases/17652403,1,18,112,0xgfgf39qeci4I3JSoRjFk
668,Anxious,Dennis Lloyd,Bravo Hits 112,2021,https://api.discogs.com/releases/17652403,1,19,112,3tHiZoAVy74PHocSl5MDu0
669,Love Is Back,Celeste,Bravo Hits 112,2021,https://api.discogs.com/releases/17652403,1,20,112,6gvPMVE0pfRSMPsMDMSLeD
670,Therefore I Am,Billie Eilish,Bravo Hits 112,2021,https://api.discogs.com/releases/17652403,1,21,112,551OVE7m9u5hhNvH96o9Ke
671,Lost,Blake Rose,Bravo Hits 112,2021,https://api.discogs.com/releases/17652403,1,22,112,3GZD6HmiNUhxXYf8Gch723
672,Girls Like Us,Zoe Wees,Bravo Hits 112,2021,https://api.discogs.com/releases/17652403,1,23,112,5SFXOMJJ334Wn2PwBHeRZN
673,The Business,DJ Tiësto,Bravo Hits 112,2021,https://api.discogs.com/releases/17652403,2,1,112,6f3Slt0GbA2bPZlz0aIFXN
674,Your Love (9PM),"ATB,Topic,A7S",Bravo Hits 112,2021,https://api.discogs.com/releases/17652403,2,2,112,5YaskwnGDZFDRipaqzbwQx
675,Wellerman (Sea Shanty / 220 Kid X Brillen Ted Remix),Nathan Evans,Bravo Hits 112,2021,https://api.discogs.com/releases/17652403,2,3,112,3iw6V4LH7yPj1ESORX9RIN
676,Higher,"Clean Bandit,Iann Dior",Bravo Hits 112,2021,https://api.discogs.com/releases/17652403,2,4,112,1XUZqszKGE89H09Oh1P1Dp
677,All We Got,"Robin Schulz,Kiddo (14)",Bravo Hits 112,2021,https://api.discogs.com/releases/17652403,2,5,112,3ZLyt2ndLFBh148XRYjYYZ
678,Lost,"Samra,Topic",Bravo Hits 112,2021,https://api.discogs.com/releases/17652403,2,6,112,3GZD6HmiNUhxXYf8Gch723
679,Alles Dope,Cro,Bravo Hits 112,2021,https://api.discogs.com/releases/17652403,2,7,112,4J3biLjC3kOx2h82QTnNHK
680,"Höher, Weiter, Schneller",Georg Stengel,Bravo Hits 112,2021,https://api.discogs.com/releases/17652403,2,8,112,3vr1JfDP34ohEPsJHVM1Rd
681,Angst,Apache 207,Bravo Hits 112,2021,https://api.discogs.com/releases/17652403,2,9,112,0UuNO0yYvsMPlyLF7RfQlg
682,Astronaut In The Ocean,Masked Wolf,Bravo Hits 112,2021,https://api.discogs.com/releases/17652403,2,10,112,3Ofmpyhv5UAQ70mENzB277
683,Highway,"Katja Krasavice,Elif",Bravo Hits 112,2021,https://api.discogs.com/releases/17652403,2,11,112,2zYzyRzz6pRmhPzyfMEC8s
684,Holiday,Lil Nas X,Bravo Hits 112,2021,https://api.discogs.com/releases/17652403,2,12,112,4VgEM12OeaN3GyBV487Me7
685,White Lies,"Vize,Tokio Hotel",Bravo Hits 112,2021,https://api.discogs.com/releases/17652403,2,13,112,608NQtdZfObC1BGy067JG7
686,Fly Away,Tones And I,Bravo Hits 112,2021,https://api.discogs.com/releases/17652403,2,14,112,1OxcIUqVmVYxT6427tbhDW
687,Wasted Love,"Ofenbach,Lagique",Bravo Hits 112,2021,https://api.discogs.com/releases/17652403,2,15,112,2pPO9YecZimmuVQfIzfV6U
688,Lemon Tree,"Alle Farben,Fool's Garden",Bravo Hits 112,2021,https://api.discogs.com/releases/17652403,2,16,112,1NvpO1o8SpkdH3txtJQQc7
689,Verdammt Ich Lieb' Dich,Mike Singer,Bravo Hits 112,2021,https://api.discogs.com/releases/17652403,2,17,112,2S3XOnYSBvRPAJukBB9dLt
690,Positions,Ariana Grande,Bravo Hits 112,2021,https://api.discogs.com/releases/17652403,2,18,112,35mvY5S1H3J2QZyna3TFe0
691,Goosebumps,HVME,Bravo Hits 112,2021,https://api.discogs.com/releases/17652403,2,19,112,6gBFPUFcJLzWGx4lenP6h2
692,Paradise,"Meduza (10),Dermot Kennedy",Bravo Hits 112,2021,https://api.discogs.com/releases/17652403,2,20,112,6nek1Nin9q48AVZcWs9e9D
693,Pressure,"Martin Garrix,Tove Lo",Bravo Hits 112,2021,https://api.discogs.com/releases/17652403,2,21,112,7mG2RbhyzGsjpQOz568d39
694,Come Get Me,"Hugel,Dawty Music Group",Bravo Hits 112,2021,https://api.discogs.com/releases/17652403,2,22,112,6aTgvValaXNB0IaJHIPLMM
695,My Head & My Heart,Ava Max,Bravo Hits 112,2021,https://api.discogs.com/releases/17652403,2,23,112,1KixkQVDUHggZMU9dUobgm
696,Peaches,"Justin Bieber,Daniel Caesar,Giveon",Bravo Hits 113,2021,https://api.discogs.com/releases/18678760,1,1,113,4iJyoBOLtHqaGxP12qzhQI
697,Montero (Call Me By Your Name),Lil Nas X,Bravo Hits 113,2021,https://api.discogs.com/releases/18678760,1,2,113,1SC5rEoYDGUK4NfG82494W
698,Wellerman - Sea Shanty,Nathan Evans,Bravo Hits 113,2021,https://api.discogs.com/releases/18678760,1,3,113,54OBgO0Xwu20Jak9TMXbR7
699,Friday (Dopamine Re-Edit),"Riton,Nightcrawlers,Mufasa & Hypeman",Bravo Hits 113,2021,https://api.discogs.com/releases/18678760,1,4,113,4cG7HUWYHBV6R6tHn1gxrl
700,Drei Uhr Nachts,"Mark Forster,Lea (23)",Bravo Hits 113,2021,https://api.discogs.com/releases/18678760,1,5,113,58GxgFEG5uHc9oMhofuuIP
701,Floating Through Space,"Sia,David Guetta",Bravo Hits 113,2021,https://api.discogs.com/releases/18678760,1,6,113,0hRzBMhGSj8sEzyiQfLUqR
702,Faded Love,Leony,Bravo Hits 113,2021,https://api.discogs.com/releases/18678760,1,7,113,17uivGWu6kfAvH6UgR7j4x
703,Magia,Alvaro Soler,Bravo Hits 113,2021,https://api.discogs.com/releases/18678760,1,8,113,19EmSSV5hAiMD6kSZXcoJC
704,Fireworks,"Purple Disco Machine,Moss Kena,The Knocks",Bravo Hits 113,2021,https://api.discogs.com/releases/18678760,1,9,113,17o747C5ZZ3UnAg0zNBjOW
705,BED,"Joel Corry,Raye,David Guetta",Bravo Hits 113,2021,https://api.discogs.com/releases/18678760,1,10,113,3iL2l5gUqyPS6vDwJFgJTR
706,One More Time,"Robin Schulz,Felix Jaehn,Alida",Bravo Hits 113,2021,https://api.discogs.com/releases/18678760,1,11,113,0DiWol3AO6WpXZgp0goxAV
707,Love Again,"Alok,Alida",Bravo Hits 113,2021,https://api.discogs.com/releases/18678760,1,12,113,4sx6NRwL6Ol3V6m9exwGlQ
708,Bloodstream,twocolors,Bravo Hits 113,2021,https://api.discogs.com/releases/18678760,1,13,113,5v4sZRuvWDcisoOk1PFv6T
709,Redlight,"Glockenbach,Clockclock",Bravo Hits 113,2021,https://api.discogs.com/releases/18678760,1,14,113,1b7dq3PYCcTIMn325aPpOy
710,Rise Up,"VINAI,Vamero",Bravo Hits 113,2021,https://api.discogs.com/releases/18678760,1,15,113,0tV8pOpiNsKqUys0ilUcXz
711,Where The Lights Are Low,"Toby Romeo,Felix Jaehn,R. K. Faulhaber",Bravo Hits 113,2021,https://api.discogs.com/releases/18678760,1,16,113,0Cnb8XdGDMHAmIRBUJMkIS
712,Get Out My Head,Shane Codd,Bravo Hits 113,2021,https://api.discogs.com/releases/18678760,1,17,113,055Mme9ReKK99jRFA5UJ55
713,Rise,Lost Frequencies,Bravo Hits 113,2021,https://api.discogs.com/releases/18678760,1,18,113,51Grh1RyUDcMBbpuyUIUHI
714,River,Tom Gregory,Bravo Hits 113,2021,https://api.discogs.com/releases/18678760,1,19,113,3hhbDnFUb2bicI2df6VurK
715,Little Bit Of Love,Tom Grennan,Bravo Hits 113,2021,https://api.discogs.com/releases/18678760,1,20,113,78q4ESvMkPVJzHAV11LAGE
716,Irgendwann Ist Jetzt,Max Giesinger,Bravo Hits 113,2021,https://api.discogs.com/releases/18678760,1,21,113,08uFXeEZX4eN28TT37jdfI
717,Stay,Michael Schulte,Bravo Hits 113,2021,https://api.discogs.com/releases/18678760,1,22,113,789CxjEOtO76BVD1A9yJQH
718,Anywhere Away From Home,"Rag'n'Bone Man,P!NK",Bravo Hits 113,2021,https://api.discogs.com/releases/18678760,1,23,113,0DHzLENwvOPlcrEzbVmEdZ
719,Angels Like You,Miley Cyrus,Bravo Hits 113,2021,https://api.discogs.com/releases/18678760,1,24,113,1daDRI9ahBonbWD8YcxOIB
720,Cover Me In Sunshine,"P!NK,Willow Sage Hart",Bravo Hits 113,2021,https://api.discogs.com/releases/18678760,2,1,113,6Tio0ZoDeSQnI7EBAqWer2
721,Leere Hände,"Nico Santos,Sido,Samra",Bravo Hits 113,2021,https://api.discogs.com/releases/18678760,2,2,113,5QEqzFV7R8KSSCJa37tfvs
722,Deja Vu,Olivia Rodrigo,Bravo Hits 113,2021,https://api.discogs.com/releases/18678760,2,3,113,6HU7h9RYOaPRFeh0R3UeAr
723,Follow You,Imagine Dragons,Bravo Hits 113,2021,https://api.discogs.com/releases/18678760,2,4,113,5DmBWfut6KWQfNoKEmg7mh
724,We're Good,Dua Lipa,Bravo Hits 113,2021,https://api.discogs.com/releases/18678760,2,5,113,0OfeHYYhOaSQpepUtmdUA8
725,Madonna,"BAUSA,Apache 207",Bravo Hits 113,2021,https://api.discogs.com/releases/18678760,2,6,113,4v7SAP4KD96BFLWiCd1vF0
726,EULE,"Jan Delay,Marteria",Bravo Hits 113,2021,https://api.discogs.com/releases/18678760,2,7,113,2GiJYvgVaD2HtM8GqD9EgQ
727,Wild Nach Deinen Augen,Bosse,Bravo Hits 113,2021,https://api.discogs.com/releases/18678760,2,8,113,5el3U3gh9qoOqEkevoBGZG
728,Frag Mich Nicht,"Miksu,Macloud,Nimo,Jamule",Bravo Hits 113,2021,https://api.discogs.com/releases/18678760,2,9,113,49puFYTWvm9TBDPw7ZFxFW
729,Big,"Rita Ora,David Guetta,Imanbek,Gunna",Bravo Hits 113,2021,https://api.discogs.com/releases/18678760,2,10,113,3wHRgXJJTTwS2CkusTpn56
730,Kiss Me More,"Doja Cat,SZA",Bravo Hits 113,2021,https://api.discogs.com/releases/18678760,2,11,113,3DarAbFujv6eYNliUTyqtz
731,Telepatía,Kali Uchis,Bravo Hits 113,2021,https://api.discogs.com/releases/18678760,2,12,113,6tDDoYIxWvMLTdKpjFkc1B
732,Baila Conmigo,"Selena Gomez,Rauw Alejandro",Bravo Hits 113,2021,https://api.discogs.com/releases/18678760,2,13,113,3KruoUtSkm84Az0bJunnxl
733,Following The Sun,"SUPER-Hi,NEEKA",Bravo Hits 113,2021,https://api.discogs.com/releases/18678760,2,14,113,5A5bLKdL5I3k3FTEQlAUw7
734,Whoopty,CJ,Bravo Hits 113,2021,https://api.discogs.com/releases/18678760,2,15,113,5vGLcdRuSbUhD8ScwsGSdA
735,Up,Cardi B,Bravo Hits 113,2021,https://api.discogs.com/releases/18678760,2,16,113,32OlwWuMpZ6b0aN2RZOeMS
736,Niemand Bringt Marten Um,Marteria,Bravo Hits 113,2021,https://api.discogs.com/releases/18678760,2,17,113,4Rqn3zPlPqbpKmK1naWcQ2
737,Deine Schuld,Ayliva,Bravo Hits 113,2021,https://api.discogs.com/releases/18678760,2,18,113,0GT9OI4Fot0TKzsUsO7SVA
738,Latest Trends,A1 x J1,Bravo Hits 113,2021,https://api.discogs.com/releases/18678760,2,19,113,7pnQ23WgZca9jEfMts9qsR
739,Heat Waves,Glass Animals,Bravo Hits 113,2021,https://api.discogs.com/releases/18678760,2,20,113,02MWAaffLxlfxAUY7c5dvx
740,Hadal Ahbek,Issam Alnajjar,Bravo Hits 113,2021,https://api.discogs.com/releases/18678760,2,21,113,0UdZzUSOLhqIFCU7wHWkgp
741,Dancing With The Devil,Demi Lovato,Bravo Hits 113,2021,https://api.discogs.com/releases/18678760,2,22,113,4t7M6wUfkNh5PXVgayPnZH
742,Medicine,James Arthur,Bravo Hits 113,2021,https://api.discogs.com/releases/18678760,2,23,113,4lFfMRH0YH4pW5gczTDbNC
743,Never Not Try,Jan-Marten Block,Bravo Hits 113,2021,https://api.discogs.com/releases/18678760,2,24,113,0AKxA0LR1eHNIiyg4KMZGy
744,Bad Habits,Ed Sheeran,Bravo Hits 114,2021,https://api.discogs.com/releases/19860328,1,1,114,3rmo8F54jFF8OgYsqTxm5d
745,Somewhere Over The Rainbow / What A Wonderful World,"Robin Schulz,Alle Farben,Israel Kamakawiwo'ole",Bravo Hits 114,2021,https://api.discogs.com/releases/19860328,1,2,114,4WVKoqeUptg9Hy3ruMsvoa
746,Nice To Meet Ya,"Wes Nelson,Yxng Bane",Bravo Hits 114,2021,https://api.discogs.com/releases/19860328,1,3,114,43c1JPDh2B0FtgCwaiYoMk
747,Iko Iko,"Justin Wellington,Small Jam",Bravo Hits 114,2021,https://api.discogs.com/releases/19860328,1,4,114,0hc44Di7G79vgVhwEwgZbJ
748,We Are The People,"Martin Garrix,Bono,The Edge",Bravo Hits 114,2021,https://api.discogs.com/releases/19860328,1,5,114,3zEN0ii6s4DHHBpnTp3RP7
749,Higher Power,Coldplay,Bravo Hits 114,2021,https://api.discogs.com/releases/19860328,1,6,114,2kAXfsFytTtFmWjrIGpLJo
750,Run,OneRepublic,Bravo Hits 114,2021,https://api.discogs.com/releases/19860328,1,7,114,5SWnsxjhdcEDc7LJjq9UHk
751,Mañana,"Alvaro Soler,Cali Y El Dandee",Bravo Hits 114,2021,https://api.discogs.com/releases/19860328,1,8,114,2Hmfz3Q4YoE9cKNwYC7aj4
752,Levitating,"Dua Lipa,DaBaby",Bravo Hits 114,2021,https://api.discogs.com/releases/19860328,1,9,114,39LLxExYz6ewLAcYrzQQyP
753,All I Know So Far,P!nk,Bravo Hits 114,2021,https://api.discogs.com/releases/19860328,1,10,114,4LmN3eU1R1vVEdKuDELpGk
754,Everytime I Cry,Ava Max,Bravo Hits 114,2021,https://api.discogs.com/releases/19860328,1,11,114,0pS5UjduRyzCpopwGlSiyE
755,Immer Noch Hier,"Joris (15),Gentleman,Jugglerz",Bravo Hits 114,2021,https://api.discogs.com/releases/19860328,1,12,114,74oZbkVO0RdW0D4amWQllu
756,Die Guten Zeiten,"Wincent Weiss,Johannes Oerding",Bravo Hits 114,2021,https://api.discogs.com/releases/19860328,1,13,114,69avVLDFoddTQRCDaDLDn7
757,Told You So,Nathan Evans,Bravo Hits 114,2021,https://api.discogs.com/releases/19860328,1,14,114,7BpYWzZwrsljT1eIjb0TqR
758,Rasputin,"Majestic MC,Boney M.",Bravo Hits 114,2021,https://api.discogs.com/releases/19860328,1,15,114,0b18g3G5spr4ZCkz7Y6Q0Q
759,Ti Amo,Pietro Lombardi,Bravo Hits 114,2021,https://api.discogs.com/releases/19860328,1,16,114,2Ud7xfz56AKbsRdlfE5EhU
760,You Right,"Doja Cat,The Weeknd",Bravo Hits 114,2021,https://api.discogs.com/releases/19860328,1,17,114,0k4d5YPDr1r7FX77VdqWez
761,Saturday,Twenty One Pilots,Bravo Hits 114,2021,https://api.discogs.com/releases/19860328,1,18,114,2RiBogNRfulkNf7fVbPOrJ
762,Strip,Lena Meyer-Landrut,Bravo Hits 114,2021,https://api.discogs.com/releases/19860328,1,19,114,62C8Bd6EgEOofLZ1COjF3n
763,Chucks,"Younotus,Mi Casa",Bravo Hits 114,2021,https://api.discogs.com/releases/19860328,1,20,114,3VnDDruJDou1AIVjloQBzh
764,Bongo Cha Cha Cha,Goodboys,Bravo Hits 114,2021,https://api.discogs.com/releases/19860328,1,21,114,1EZ7VxIha5EiOj6sWQRlXJ
765,By Your Side,"Calvin Harris,Tom Grennan",Bravo Hits 114,2021,https://api.discogs.com/releases/19860328,1,22,114,5gUiTylvifZnUrynE4FFPu
766,Friendships (Lost My Love),"Pascal Letoublon,Leony",Bravo Hits 114,2021,https://api.discogs.com/releases/19860328,1,23,114,0lQ2obtzmAsJu9xk3D6FqH
767,Hold Me Like You Used To,Zoe Wees,Bravo Hits 114,2021,https://api.discogs.com/releases/19860328,1,24,114,7eEcVUDXfIaZPq4kwhPIML
768,I Wanna Be Your Slave,Måneskin,Bravo Hits 114,2021,https://api.discogs.com/releases/19860328,2,1,114,4pt5fDVTg5GhEvEtlz9dKk
769,Throwback,Michael Patrick Kelly,Bravo Hits 114,2021,https://api.discogs.com/releases/19860328,2,2,114,7fToSlGPKlugVUCAZWvydi
770,Willkommen Zurück,"Clueso,Andreas Bourani",Bravo Hits 114,2021,https://api.discogs.com/releases/19860328,2,3,114,5KGRq831ZKRYTlptAupEJQ
771,Leave The Door Open,"Bruno Mars,Anderson .Paak,Silk Sonic",Bravo Hits 114,2021,https://api.discogs.com/releases/19860328,2,4,114,02VBYrHfVwfEWXk5DXyf0T
772,Alles In Mir Will Zu Dir,Sarah Connor,Bravo Hits 114,2021,https://api.discogs.com/releases/19860328,2,5,114,6jBMDbCHIH5mVKxx8k7xjg
773,Schwarz,"Lea (23),Casper",Bravo Hits 114,2021,https://api.discogs.com/releases/19860328,2,6,114,2UK4qw712yzFh8vYYJGv2B
774,Ramenez La Coupe À La Maison,Vegedream,Bravo Hits 114,2021,https://api.discogs.com/releases/19860328,2,7,114,45eY7Qi2PDUs8WJEhjGWdN
775,Jalebi Baby,"Tesher,Jason Derulo",Bravo Hits 114,2021,https://api.discogs.com/releases/19860328,2,8,114,6FvSS3Goz7OC8oCC2eWqe8
776,Can't Buy Love,"B-Case,Robin Schulz,Baby-E",Bravo Hits 114,2021,https://api.discogs.com/releases/19860328,2,9,114,7kmFzBXgl9xymX5jibbMa8
777,Black Hole,Griff (31),Bravo Hits 114,2021,https://api.discogs.com/releases/19860328,2,10,114,2EoOZnxNgtmZaD8uUmz2nD
778,Dinero,Trinidad Cardona,Bravo Hits 114,2021,https://api.discogs.com/releases/19860328,2,11,114,3ggtU1ZOKO8ZNiqPNyXGcm
779,Build A Bitch,Bella Poarch,Bravo Hits 114,2021,https://api.discogs.com/releases/19860328,2,12,114,7BoobGhD4x5K96Me0hqC8Q
780,Cloudy Day,Tones And I,Bravo Hits 114,2021,https://api.discogs.com/releases/19860328,2,13,114,4E2rXUbcF1zhZVzNzeVPGV
781,Colorado,Milky Chance,Bravo Hits 114,2021,https://api.discogs.com/releases/19860328,2,14,114,1nnyYFtJHwVbph84SctOtC
782,September,James Arthur,Bravo Hits 114,2021,https://api.discogs.com/releases/19860328,2,15,114,2grjqo0Frpf2okIBiifQKs
783,Pillow,Kelvin Jones,Bravo Hits 114,2021,https://api.discogs.com/releases/19860328,2,16,114,0PDUDa38GO8lMxLCRc4lL1
784,Can't Stop (Oh No),Papa Zeus,Bravo Hits 114,2021,https://api.discogs.com/releases/19860328,2,17,114,1aKz5AuZn1mXb2BVCnbM72
785,Marea (We've Lost Dancing),"Fred Again..,The Blessed Madonna",Bravo Hits 114,2021,https://api.discogs.com/releases/19860328,2,18,114,5Z8Dj3LtbyCMiwE86rhg2f
786,Hear Me Say,"Jonas Blue,LÉON",Bravo Hits 114,2021,https://api.discogs.com/releases/19860328,2,19,114,0IZwMUgpSbUcgul8i4KOUD
787,Monsters,"Dynoro,24kGoldn",Bravo Hits 114,2021,https://api.discogs.com/releases/19860328,2,20,114,1qAuIPMALdFtGv2Ymjy5l0
788,Chain My Heart,"Topic,Bebe Rexha",Bravo Hits 114,2021,https://api.discogs.com/releases/19860328,2,21,114,67lbzVADsqJJ6tyVk0XCgn
789,Heartbreak Anthem,"Galantis,David Guetta,Little Mix",Bravo Hits 114,2021,https://api.discogs.com/releases/19860328,2,22,114,5K6Ssv4Z3zRvxt0P6EKUAP
790,Sommer,"Beatzarre,Djorkaeff,Lea (23),Capital Bra",Bravo Hits 114,2021,https://api.discogs.com/releases/19860328,2,23,114,30dqdGQgNnuOpYxP7uYEGE
791,Lieben Wir,Shirin David,Bravo Hits 114,2021,https://api.discogs.com/releases/19860328,2,24,114,6Bupao0tigbVrHoTiZdQG2
792,Stay,"The Kid Laroi,Justin Bieber",Bravo Hits 115,2021,https://api.discogs.com/releases/19900774,1,1,115,789CxjEOtO76BVD1A9yJQH
793,Industry Baby,"Lil Nas X,Jack Harlow",Bravo Hits 115,2021,https://api.discogs.com/releases/19900774,1,2,115,27NovPIUIRrOZoCHxABJwK
